sales_ship_number,sales_product_key,sales_customer_id,sales_order_date,sales_ship_date,sales_due_date,sales,quantity,sales_price
SO60034,BK-R64Y-44,20205,2013-06-12,2013-06-19,2013-06-24,1120.0,1,1120.0
SO60035,BK-R64Y-48,20207,2013-06-12,2013-06-19,2013-06-24,1120.0,1,1120.0
SO60036,BK-R79Y-44,17023,2013-06-12,2013-06-19,2013-06-24,1701.0,1,1701.0
SO60037,BK-R64Y-42,20829,2013-06-12,2013-06-19,2013-06-24,1120.0,1,1120.0
SO60038,BK-R19B-48,22638,2013-06-12,2013-06-19,2013-06-24,540.0,1,540.0
SO60039,BK-R19B-52,26876,2013-06-12,2013-06-19,2013-06-24,540.0,1,540.0
SO60040,BK-R19B-58,22423,2013-06-12,2013-06-19,2013-06-24,540.0,1,540.0
SO60041,BK-T79U-46,24198,2013-06-12,2013-06-19,2013-06-24,2384.0,1,2384.0
SO60042,BK-T79U-60,11077,2013-06-12,2013-06-19,2013-06-24,2384.0,1,2384.0
SO60043,BK-T79U-46,11452,2013-06-12,2013-06-19,2013-06-24,2384.0,1,2384.0
SO60044,BK-M68B-38,12612,2013-06-13,2013-06-20,2013-06-25,2295.0,1,2295.0
SO60045,BK-M68S-46,12856,2013-06-13,2013-06-20,2013-06-25,2320.0,1,2320.0
SO60046,BK-M68S-42,13822,2013-06-13,2013-06-20,2013-06-25,2320.0,1,2320.0
SO60047,CA-1098,28612,2013-06-13,2013-06-20,2013-06-25,9.0,1,9.0
SO60048,CL-9009,28780,2013-06-13,2013-06-20,2013-06-25,8.0,1,8.0
SO60049,TI-M267,13048,2013-06-13,2013-06-20,2013-06-25,25.0,1,25.0
SO60050,TI-M602,17287,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60051,TI-M602,20230,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60052,TI-M602,20232,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60053,TI-M823,27497,2013-06-13,2013-06-20,2013-06-25,35.0,1,35.0
SO60054,WB-H098,22928,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60055,BK-R79Y-48,24116,2013-06-13,2013-06-20,2013-06-25,1701.0,1,1701.0
SO60056,BK-R79Y-48,21130,2013-06-13,2013-06-20,2013-06-25,1701.0,1,1701.0
SO60057,BK-R79Y-40,17796,2013-06-13,2013-06-20,2013-06-25,1701.0,1,1701.0
SO60058,TI-R628,28642,2013-06-13,2013-06-20,2013-06-25,25.0,1,25.0
SO60059,TI-M267,26341,2013-06-13,2013-06-20,2013-06-25,25.0,1,25.0
SO60060,TI-M267,24953,2013-06-13,2013-06-20,2013-06-25,25.0,1,25.0
SO60061,TI-R982,24618,2013-06-13,2013-06-20,2013-06-25,33.0,1,33.0
SO60062,TT-M928,23241,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60063,TI-M602,22737,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60064,TI-M602,22751,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60065,TI-R982,11176,2013-06-13,2013-06-20,2013-06-25,33.0,1,33.0
SO60066,BC-M005,13760,2013-06-13,2013-06-20,2013-06-25,10.0,1,10.0
SO60067,SH-W890-M,18992,2013-06-13,2013-06-20,2013-06-25,70.0,1,70.0
SO60068,CA-1098,17531,2013-06-13,2013-06-20,2013-06-25,9.0,1,9.0
SO60069,WB-H098,17444,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60070,TT-M928,23567,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60071,TT-M928,15849,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60072,TT-M928,15854,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60073,TT-M928,14899,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60074,SH-W890-L,15109,2013-06-13,2013-06-20,2013-06-25,70.0,1,70.0
SO60075,TT-M928,14829,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60076,TT-M928,16037,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60077,TI-M823,13817,2013-06-13,2013-06-20,2013-06-25,35.0,1,35.0
SO60078,TT-R982,15099,2013-06-13,2013-06-20,2013-06-25,4.0,1,4.0
SO60079,TI-M602,20563,2013-06-13,2013-06-20,2013-06-25,30.0,1,30.0
SO60080,TI-R092,26393,2013-06-13,2013-06-20,2013-06-25,21.0,1,21.0
SO60081,WB-H098,22516,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60082,TT-T092,25322,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60083,TI-R092,12550,2013-06-13,2013-06-20,2013-06-25,21.0,1,21.0
SO60084,TI-T723,14806,2013-06-13,2013-06-20,2013-06-25,29.0,1,29.0
SO60085,TT-T092,25466,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60086,TI-T723,12334,2013-06-13,2013-06-20,2013-06-25,29.0,1,29.0
SO60087,TT-T092,13682,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60088,TT-T092,28881,2013-06-13,2013-06-20,2013-06-25,5.0,1,5.0
SO60089,TI-M823,11183,2013-06-13,2013-06-20,2013-06-25,35.0,1,35.0
SO60090,TI-M823,12106,2013-06-13,2013-06-20,2013-06-25,35.0,1,35.0
SO60091,FE-6654,12877,2013-06-13,2013-06-20,2013-06-25,22.0,1,22.0
SO60092,CA-1098,12524,2013-06-13,2013-06-20,2013-06-25,9.0,1,9.0
SO60093,BK-M68B-42,13910,2013-06-13,2013-06-20,2013-06-25,2295.0,1,2295.0
SO60094,BK-M68S-46,13873,2013-06-13,2013-06-20,2013-06-25,2320.0,1,2320.0
SO60095,BK-M68B-38,12025,2013-06-13,2013-06-20,2013-06-25,2295.0,1,2295.0
SO60096,BK-M68B-42,14117,2013-06-13,2013-06-20,2013-06-25,2295.0,1,2295.0
SO60097,BK-M68B-46,13449,2013-06-13,2013-06-20,2013-06-25,2295.0,1,2295.0
SO60098,BK-M68S-42,13431,2013-06-13,2013-06-20,2013-06-25,2320.0,1,2320.0
SO60099,BK-M68S-42,11774,2013-06-13,2013-06-20,2013-06-25,2320.0,1,2320.0
SO60100,BK-T18Y-62,28434,2013-06-13,2013-06-20,2013-06-25,742.0,1,742.0
SO60101,BK-T44U-50,25540,2013-06-13,2013-06-20,2013-06-25,1215.0,1,1215.0
SO60102,BK-R89B-48,20242,2013-06-13,2013-06-20,2013-06-25,2443.0,1,2443.0
SO60103,BK-R89R-58,20244,2013-06-13,2013-06-20,2013-06-25,2443.0,1,2443.0
SO60104,BK-R89B-48,19963,2013-06-13,2013-06-20,2013-06-25,2443.0,1,2443.0
SO60105,BK-R64Y-42,17725,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60106,BK-R19B-52,28320,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60107,BK-M18B-48,12245,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60108,BK-T44U-46,23583,2013-06-13,2013-06-20,2013-06-25,1215.0,1,1215.0
SO60109,BK-R19B-52,17124,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60110,BK-R19B-44,17671,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60111,BK-R19B-52,17672,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60112,BK-R19B-44,23165,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60113,BK-R64Y-42,20198,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60114,BK-R64Y-48,20295,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60115,BK-R79Y-44,17384,2013-06-13,2013-06-20,2013-06-25,1701.0,1,1701.0
SO60116,BK-R79Y-42,17386,2013-06-13,2013-06-20,2013-06-25,1701.0,1,1701.0
SO60117,BK-R64Y-42,19517,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60118,BK-R64Y-48,24015,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60119,BK-R64Y-48,19458,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60120,BK-R64Y-48,19427,2013-06-13,2013-06-20,2013-06-25,1120.0,1,1120.0
SO60121,BK-R19B-58,22607,2013-06-13,2013-06-20,2013-06-25,540.0,1,540.0
SO60122,BK-T18Y-62,29065,2013-06-13,2013-06-20,2013-06-25,742.0,1,742.0
SO60123,BK-M68B-38,14171,2013-06-14,2013-06-21,2013-06-26,2295.0,1,2295.0
SO60124,BK-M68B-38,12230,2013-06-14,2013-06-21,2013-06-26,2295.0,1,2295.0
SO60125,WB-H098,24464,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60126,SH-W890-M,27347,2013-06-14,2013-06-21,2013-06-26,70.0,1,70.0
SO60127,BK-M18B-48,14946,2013-06-14,2013-06-21,2013-06-26,540.0,1,540.0
SO60128,BK-M38S-40,16046,2013-06-14,2013-06-21,2013-06-26,769.0,1,769.0
SO60129,BK-M38S-42,19194,2013-06-14,2013-06-21,2013-06-26,769.0,1,769.0
SO60130,CA-1098,11300,2013-06-14,2013-06-21,2013-06-26,9.0,1,9.0
SO60131,TT-R982,27675,2013-06-14,2013-06-21,2013-06-26,4.0,1,4.0
SO60132,TI-R628,28865,2013-06-14,2013-06-21,2013-06-26,25.0,1,25.0
SO60133,TI-T723,11711,2013-06-14,2013-06-21,2013-06-26,29.0,1,29.0
SO60134,TI-R628,29033,2013-06-14,2013-06-21,2013-06-26,25.0,1,25.0
SO60135,TT-T092,28251,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60136,TI-M267,25957,2013-06-14,2013-06-21,2013-06-26,25.0,1,25.0
SO60137,TI-R982,25183,2013-06-14,2013-06-21,2013-06-26,33.0,1,33.0
SO60138,TT-M928,25859,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60139,TI-R982,25764,2013-06-14,2013-06-21,2013-06-26,33.0,1,33.0
SO60140,TI-M602,22376,2013-06-14,2013-06-21,2013-06-26,30.0,1,30.0
SO60141,BC-M005,23278,2013-06-14,2013-06-21,2013-06-26,10.0,1,10.0
SO60142,BC-M005,12056,2013-06-14,2013-06-21,2013-06-26,10.0,1,10.0
SO60143,BC-M005,20507,2013-06-14,2013-06-21,2013-06-26,10.0,1,10.0
SO60144,SH-W890-L,16847,2013-06-14,2013-06-21,2013-06-26,70.0,1,70.0
SO60145,SH-W890-L,11875,2013-06-14,2013-06-21,2013-06-26,70.0,1,70.0
SO60146,WB-H098,11868,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60147,TT-M928,27454,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60148,TT-M928,19077,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60149,FE-6654,20087,2013-06-14,2013-06-21,2013-06-26,22.0,1,22.0
SO60150,TI-R628,19914,2013-06-14,2013-06-21,2013-06-26,25.0,1,25.0
SO60151,TT-R982,23611,2013-06-14,2013-06-21,2013-06-26,4.0,1,4.0
SO60152,TT-M928,15611,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60153,TT-R982,20796,2013-06-14,2013-06-21,2013-06-26,4.0,1,4.0
SO60154,TI-R092,29384,2013-06-14,2013-06-21,2013-06-26,21.0,1,21.0
SO60155,TT-T092,28915,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60156,TT-M928,11660,2013-06-14,2013-06-21,2013-06-26,5.0,1,5.0
SO60157,FE-6654,19553,2013-06-14,2013-06-21,2013-06-26,22.0,1,22.0
SO60158,FE-6654,14890,2013-06-14,2013-06-21,2013-06-26,22.0,1,22.0
SO60159,FE-6654,18821,2013-06-14,2013-06-21,2013-06-26,22.0,1,22.0
SO60160,BK-M68S-46,13454,2013-06-14,2013-06-21,2013-06-26,2320.0,1,2320.0
SO60161,BK-M68S-38,14459,2013-06-14,2013-06-21,2013-06-26,2320.0,1,2320.0
SO60162,BK-T18U-50,26952,2013-06-14,2013-06-21,2013-06-26,742.0,1,742.0
SO60163,BK-T44U-50,12394,2013-06-14,2013-06-21,2013-06-26,1215.0,1,1215.0
SO60164,BK-R89B-58,19960,2013-06-14,2013-06-21,2013-06-26,2443.0,1,2443.0
SO60165,BK-R64Y-38,24457,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60166,BK-R64Y-42,25051,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60167,BK-R64Y-40,25106,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60168,BK-T79Y-60,11061,2013-06-14,2013-06-21,2013-06-26,2384.0,1,2384.0
SO60169,BK-T44U-54,25402,2013-06-14,2013-06-21,2013-06-26,1215.0,1,1215.0
SO60170,BK-T79U-46,22233,2013-06-14,2013-06-21,2013-06-26,2384.0,1,2384.0
SO60171,BK-T79Y-54,25285,2013-06-14,2013-06-21,2013-06-26,2384.0,1,2384.0
SO60172,BK-R19B-44,23154,2013-06-14,2013-06-21,2013-06-26,540.0,1,540.0
SO60173,BK-R19B-52,25981,2013-06-14,2013-06-21,2013-06-26,540.0,1,540.0
SO60174,BK-R64Y-44,19546,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60175,BK-R64Y-48,20319,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60176,BK-R64Y-44,20192,2013-06-14,2013-06-21,2013-06-26,1120.0,1,1120.0
SO60177,BK-R79Y-42,17358,2013-06-14,2013-06-21,2013-06-26,1701.0,1,1701.0
SO60178,BK-M38S-46,11357,2013-06-14,2013-06-21,2013-06-26,769.0,1,769.0
SO60179,CA-1098,12954,2013-06-15,2013-06-22,2013-06-27,9.0,1,9.0
SO60180,TI-M267,12672,2013-06-15,2013-06-22,2013-06-27,25.0,1,25.0
SO60181,FE-6654,23330,2013-06-15,2013-06-22,2013-06-27,22.0,1,22.0
SO60182,FE-6654,22179,2013-06-15,2013-06-22,2013-06-27,22.0,1,22.0
SO60183,TI-M823,18901,2013-06-15,2013-06-22,2013-06-27,35.0,1,35.0
SO60184,TI-R092,26030,2013-06-15,2013-06-22,2013-06-27,21.0,1,21.0
SO60185,TT-T092,24243,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60186,PK-7098,18306,2013-06-15,2013-06-22,2013-06-27,2.0,1,2.0
SO60187,WB-H098,19954,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60188,BK-R79Y-42,17739,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60189,BK-R79Y-48,17754,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60190,BK-R79Y-44,21012,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60191,BK-M18S-48,21848,2013-06-15,2013-06-22,2013-06-27,565.0,1,565.0
SO60192,BK-M18B-42,17794,2013-06-15,2013-06-22,2013-06-27,540.0,1,540.0
SO60193,BK-M38S-42,17085,2013-06-15,2013-06-22,2013-06-27,769.0,1,769.0
SO60194,BK-M68B-46,15094,2013-06-15,2013-06-22,2013-06-27,2295.0,1,2295.0
SO60195,SJ-0194-L,28343,2013-06-15,2013-06-22,2013-06-27,54.0,1,54.0
SO60196,SJ-0194-X,11721,2013-06-15,2013-06-22,2013-06-27,54.0,1,54.0
SO60197,PK-7098,11320,2013-06-15,2013-06-22,2013-06-27,2.0,1,2.0
SO60198,PK-7098,11176,2013-06-15,2013-06-22,2013-06-27,2.0,1,2.0
SO60199,TT-R982,29034,2013-06-15,2013-06-22,2013-06-27,4.0,1,4.0
SO60200,TI-T723,11330,2013-06-15,2013-06-22,2013-06-27,29.0,1,29.0
SO60201,TI-R092,11287,2013-06-15,2013-06-22,2013-06-27,21.0,1,21.0
SO60202,TI-R982,24970,2013-06-15,2013-06-22,2013-06-27,33.0,1,33.0
SO60203,TI-M602,23045,2013-06-15,2013-06-22,2013-06-27,30.0,1,30.0
SO60204,TT-R982,25160,2013-06-15,2013-06-22,2013-06-27,4.0,1,4.0
SO60205,TI-M602,19729,2013-06-15,2013-06-22,2013-06-27,30.0,1,30.0
SO60206,BC-M005,21458,2013-06-15,2013-06-22,2013-06-27,10.0,1,10.0
SO60207,SH-W890-L,20315,2013-06-15,2013-06-22,2013-06-27,70.0,1,70.0
SO60208,SH-W890-S,20018,2013-06-15,2013-06-22,2013-06-27,70.0,1,70.0
SO60209,SH-W890-S,19834,2013-06-15,2013-06-22,2013-06-27,70.0,1,70.0
SO60210,WB-H098,19633,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60211,SH-W890-S,18678,2013-06-15,2013-06-22,2013-06-27,70.0,1,70.0
SO60212,WB-H098,16774,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60213,TT-M928,16371,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60214,WB-H098,16736,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60215,TT-M928,16460,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60216,WB-H098,11434,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60217,SJ-0194-X,25740,2013-06-15,2013-06-22,2013-06-27,54.0,1,54.0
SO60218,TT-R982,23979,2013-06-15,2013-06-22,2013-06-27,4.0,1,4.0
SO60219,TT-T092,22704,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60220,TI-R092,25680,2013-06-15,2013-06-22,2013-06-27,21.0,1,21.0
SO60221,TT-T092,27329,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60222,TT-T092,14526,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60223,TT-T092,25514,2013-06-15,2013-06-22,2013-06-27,5.0,1,5.0
SO60224,TI-M823,11622,2013-06-15,2013-06-22,2013-06-27,35.0,1,35.0
SO60225,TI-M823,13760,2013-06-15,2013-06-22,2013-06-27,35.0,1,35.0
SO60226,TI-M823,11143,2013-06-15,2013-06-22,2013-06-27,35.0,1,35.0
SO60227,CA-1098,12541,2013-06-15,2013-06-22,2013-06-27,9.0,1,9.0
SO60228,BK-R79Y-48,17154,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60229,BK-M18S-44,19689,2013-06-15,2013-06-22,2013-06-27,565.0,1,565.0
SO60230,BK-M38S-42,14364,2013-06-15,2013-06-22,2013-06-27,769.0,1,769.0
SO60231,BK-M68B-42,13976,2013-06-15,2013-06-22,2013-06-27,2295.0,1,2295.0
SO60232,BK-M68B-46,15175,2013-06-15,2013-06-22,2013-06-27,2295.0,1,2295.0
SO60233,BK-M68B-38,11854,2013-06-15,2013-06-22,2013-06-27,2295.0,1,2295.0
SO60234,BK-M68B-42,13461,2013-06-15,2013-06-22,2013-06-27,2295.0,1,2295.0
SO60235,BK-T18Y-62,20861,2013-06-15,2013-06-22,2013-06-27,742.0,1,742.0
SO60236,BK-T44U-46,19196,2013-06-15,2013-06-22,2013-06-27,1215.0,1,1215.0
SO60237,BK-R89B-44,20221,2013-06-15,2013-06-22,2013-06-27,2443.0,1,2443.0
SO60238,BK-R89R-58,19971,2013-06-15,2013-06-22,2013-06-27,2443.0,1,2443.0
SO60239,BK-R89R-58,19957,2013-06-15,2013-06-22,2013-06-27,2443.0,1,2443.0
SO60240,BK-T79Y-46,11072,2013-06-15,2013-06-22,2013-06-27,2384.0,1,2384.0
SO60241,BK-T79U-50,11104,2013-06-15,2013-06-22,2013-06-27,2384.0,1,2384.0
SO60242,BK-T79Y-46,11106,2013-06-15,2013-06-22,2013-06-27,2384.0,1,2384.0
SO60243,BK-T79Y-54,25622,2013-06-15,2013-06-22,2013-06-27,2384.0,1,2384.0
SO60244,BK-R64Y-44,20371,2013-06-15,2013-06-22,2013-06-27,1120.0,1,1120.0
SO60245,BK-R79Y-40,17477,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60246,BK-R79Y-42,16996,2013-06-15,2013-06-22,2013-06-27,1701.0,1,1701.0
SO60247,BK-R64Y-44,24019,2013-06-15,2013-06-22,2013-06-27,1120.0,1,1120.0
SO60248,BK-R19B-58,26932,2013-06-15,2013-06-22,2013-06-27,540.0,1,540.0
SO60249,BK-M68B-46,14426,2013-06-16,2013-06-23,2013-06-28,2295.0,1,2295.0
SO60250,BK-M68S-38,12608,2013-06-16,2013-06-23,2013-06-28,2320.0,1,2320.0
SO60251,BK-M68S-46,13263,2013-06-16,2013-06-23,2013-06-28,2320.0,1,2320.0
SO60252,RA-H123,12199,2013-06-16,2013-06-23,2013-06-28,120.0,1,120.0
SO60253,TI-M267,12006,2013-06-16,2013-06-23,2013-06-28,25.0,1,25.0
SO60254,FE-6654,19566,2013-06-16,2013-06-23,2013-06-28,22.0,1,22.0
SO60255,WB-H098,20402,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60256,BK-M68B-38,12459,2013-06-16,2013-06-23,2013-06-28,2295.0,1,2295.0
SO60257,BK-R79Y-48,21053,2013-06-16,2013-06-23,2013-06-28,1701.0,1,1701.0
SO60258,BK-M18B-44,14957,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60259,BK-M18B-40,22666,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60260,BK-R89B-52,24583,2013-06-16,2013-06-23,2013-06-28,2443.0,1,2443.0
SO60261,BK-R89B-52,24860,2013-06-16,2013-06-23,2013-06-28,2443.0,1,2443.0
SO60262,BK-M38S-46,17626,2013-06-16,2013-06-23,2013-06-28,769.0,1,769.0
SO60263,BK-M38S-42,20923,2013-06-16,2013-06-23,2013-06-28,769.0,1,769.0
SO60264,LJ-0192-L,11851,2013-06-16,2013-06-23,2013-06-28,50.0,1,50.0
SO60265,TT-R982,29253,2013-06-16,2013-06-23,2013-06-28,4.0,1,4.0
SO60266,TI-T723,11331,2013-06-16,2013-06-23,2013-06-28,29.0,1,29.0
SO60267,TI-R092,28055,2013-06-16,2013-06-23,2013-06-28,21.0,1,21.0
SO60268,TT-T092,19642,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60269,TI-M267,25003,2013-06-16,2013-06-23,2013-06-28,25.0,1,25.0
SO60270,TI-M267,24929,2013-06-16,2013-06-23,2013-06-28,25.0,1,25.0
SO60271,TI-M602,23367,2013-06-16,2013-06-23,2013-06-28,30.0,1,30.0
SO60272,BC-M005,14119,2013-06-16,2013-06-23,2013-06-28,10.0,1,10.0
SO60273,SH-W890-M,14291,2013-06-16,2013-06-23,2013-06-28,70.0,1,70.0
SO60274,SH-W890-M,19825,2013-06-16,2013-06-23,2013-06-28,70.0,1,70.0
SO60275,WB-H098,17538,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60276,WB-H098,18093,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60277,WB-H098,16899,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60278,TT-M928,22332,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60279,FE-6654,16189,2013-06-16,2013-06-23,2013-06-28,22.0,1,22.0
SO60280,TT-M928,17802,2013-06-16,2013-06-23,2013-06-28,5.0,1,5.0
SO60281,BC-M005,13675,2013-06-16,2013-06-23,2013-06-28,10.0,1,10.0
SO60282,TI-R092,24842,2013-06-16,2013-06-23,2013-06-28,21.0,1,21.0
SO60283,TI-M823,11958,2013-06-16,2013-06-23,2013-06-28,35.0,1,35.0
SO60284,TI-M823,12436,2013-06-16,2013-06-23,2013-06-28,35.0,1,35.0
SO60285,BK-R79Y-40,17167,2013-06-16,2013-06-23,2013-06-28,1701.0,1,1701.0
SO60286,BK-M18B-40,19658,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60287,BK-M18B-44,19659,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60288,BK-M38S-38,14417,2013-06-16,2013-06-23,2013-06-28,769.0,1,769.0
SO60289,BK-M18S-42,22050,2013-06-16,2013-06-23,2013-06-28,565.0,1,565.0
SO60290,BK-M68B-38,13894,2013-06-16,2013-06-23,2013-06-28,2295.0,1,2295.0
SO60291,BK-M68S-38,13464,2013-06-16,2013-06-23,2013-06-28,2320.0,1,2320.0
SO60292,BK-M68B-46,11516,2013-06-16,2013-06-23,2013-06-28,2295.0,1,2295.0
SO60293,BK-M68S-46,13435,2013-06-16,2013-06-23,2013-06-28,2320.0,1,2320.0
SO60294,BK-T18Y-62,28382,2013-06-16,2013-06-23,2013-06-28,742.0,1,742.0
SO60295,BK-R89B-48,20225,2013-06-16,2013-06-23,2013-06-28,2443.0,1,2443.0
SO60296,BK-R64Y-44,25115,2013-06-16,2013-06-23,2013-06-28,1120.0,1,1120.0
SO60297,BK-R64Y-42,25120,2013-06-16,2013-06-23,2013-06-28,1120.0,1,1120.0
SO60298,BK-M18B-42,12246,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60299,BK-T18U-62,26575,2013-06-16,2013-06-23,2013-06-28,742.0,1,742.0
SO60300,BK-T44U-50,23397,2013-06-16,2013-06-23,2013-06-28,1215.0,1,1215.0
SO60301,BK-T18U-44,29138,2013-06-16,2013-06-23,2013-06-28,742.0,1,742.0
SO60302,BK-T79U-46,24446,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60303,BK-T79Y-54,25405,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60304,BK-T79U-60,22232,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60305,BK-R19B-58,17123,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60306,BK-R19B-52,17498,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60307,BK-R19B-48,22297,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60308,BK-R19B-44,22258,2013-06-16,2013-06-23,2013-06-28,540.0,1,540.0
SO60309,BK-R64Y-42,19400,2013-06-16,2013-06-23,2013-06-28,1120.0,1,1120.0
SO60310,BK-R64Y-42,20187,2013-06-16,2013-06-23,2013-06-28,1120.0,1,1120.0
SO60311,BK-R79Y-40,17272,2013-06-16,2013-06-23,2013-06-28,1701.0,1,1701.0
SO60312,BK-R64Y-44,23923,2013-06-16,2013-06-23,2013-06-28,1120.0,1,1120.0
SO60313,BK-T79U-54,29469,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60314,BK-T79Y-46,28523,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60315,BK-T79U-60,12632,2013-06-16,2013-06-23,2013-06-28,2384.0,1,2384.0
SO60316,BK-T44U-50,14216,2013-06-16,2013-06-23,2013-06-28,1215.0,1,1215.0
SO60317,BK-T18U-54,29054,2013-06-16,2013-06-23,2013-06-28,742.0,1,742.0
SO60318,BK-M68S-46,14207,2013-06-17,2013-06-24,2013-06-29,2320.0,1,2320.0
SO60319,BK-M68B-38,12609,2013-06-17,2013-06-24,2013-06-29,2295.0,1,2295.0
SO60320,BK-M68B-46,14183,2013-06-17,2013-06-24,2013-06-29,2295.0,1,2295.0
SO60321,BK-M68S-38,14186,2013-06-17,2013-06-24,2013-06-29,2320.0,1,2320.0
SO60322,BK-M68S-46,13602,2013-06-17,2013-06-24,2013-06-29,2320.0,1,2320.0
SO60323,BK-M68B-42,14790,2013-06-17,2013-06-24,2013-06-29,2295.0,1,2295.0
SO60324,BC-R205,12920,2013-06-17,2013-06-24,2013-06-29,9.0,1,9.0
SO60325,TT-R982,15721,2013-06-17,2013-06-24,2013-06-29,4.0,1,4.0
SO60326,TI-M267,14223,2013-06-17,2013-06-24,2013-06-29,25.0,1,25.0
