S.NO.,product_id,product_key,product_name,category_id,product_category,product_subcategory,product_maintenance,product_cost,product_line,start_date,end_date
367,578,BI-TB-BK-T44U-50,TOURING-2000 BLUE- 50,BI-TB,Bikes,Touring Bikes,Yes,755.0,Touring,2013-07-01,
368,579,BI-TB-BK-T44U-54,TOURING-2000 BLUE- 54,BI-TB,Bikes,Touring Bikes,Yes,755.0,Touring,2013-07-01,
369,580,BI-RB-BK-R79Y-40,ROAD-350-W YELLOW- 40,BI-RB,Bikes,Road Bikes,Yes,1083.0,Roadways,2013-07-01,
370,581,BI-RB-BK-R79Y-42,ROAD-350-W YELLOW- 42,BI-RB,Bikes,Road Bikes,Yes,1083.0,Roadways,2013-07-01,
371,582,BI-RB-BK-R79Y-44,ROAD-350-W YELLOW- 44,BI-RB,Bikes,Road Bikes,Yes,1083.0,Roadways,2013-07-01,
372,583,BI-RB-BK-R79Y-48,ROAD-350-W YELLOW- 48,BI-RB,Bikes,Road Bikes,Yes,1083.0,Roadways,2013-07-01,
373,584,BI-RB-BK-R19B-58,ROAD-750 BLACK- 58,BI-RB,Bikes,Road Bikes,Yes,344.0,Roadways,2013-07-01,
374,585,BI-TB-BK-T18U-44,TOURING-3000 BLUE- 44,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
375,586,BI-TB-BK-T18U-50,TOURING-3000 BLUE- 50,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
376,587,BI-MB-BK-M38S-38,MOUNTAIN-400-W SILVER- 38,BI-MB,Bikes,Mountain Bikes,Yes,420.0,Mountain,2013-07-01,
377,588,BI-MB-BK-M38S-40,MOUNTAIN-400-W SILVER- 40,BI-MB,Bikes,Mountain Bikes,Yes,420.0,Mountain,2013-07-01,
378,589,BI-MB-BK-M38S-42,MOUNTAIN-400-W SILVER- 42,BI-MB,Bikes,Mountain Bikes,Yes,420.0,Mountain,2013-07-01,
379,590,BI-MB-BK-M38S-46,MOUNTAIN-400-W SILVER- 46,BI-MB,Bikes,Mountain Bikes,Yes,420.0,Mountain,2013-07-01,
380,591,BI-MB-BK-M18S-40,MOUNTAIN-500 SILVER- 40,BI-MB,Bikes,Mountain Bikes,Yes,308.0,Mountain,2013-07-01,
381,592,BI-MB-BK-M18S-42,MOUNTAIN-500 SILVER- 42,BI-MB,Bikes,Mountain Bikes,Yes,308.0,Mountain,2013-07-01,
382,593,BI-MB-BK-M18S-44,MOUNTAIN-500 SILVER- 44,BI-MB,Bikes,Mountain Bikes,Yes,308.0,Mountain,2013-07-01,
383,594,BI-MB-BK-M18S-48,MOUNTAIN-500 SILVER- 48,BI-MB,Bikes,Mountain Bikes,Yes,308.0,Mountain,2013-07-01,
384,595,BI-MB-BK-M18S-52,MOUNTAIN-500 SILVER- 52,BI-MB,Bikes,Mountain Bikes,Yes,308.0,Mountain,2013-07-01,
385,596,BI-MB-BK-M18B-40,MOUNTAIN-500 BLACK- 40,BI-MB,Bikes,Mountain Bikes,Yes,295.0,Mountain,2013-07-01,
386,597,BI-MB-BK-M18B-42,MOUNTAIN-500 BLACK- 42,BI-MB,Bikes,Mountain Bikes,Yes,295.0,Mountain,2013-07-01,
387,598,BI-MB-BK-M18B-44,MOUNTAIN-500 BLACK- 44,BI-MB,Bikes,Mountain Bikes,Yes,295.0,Mountain,2013-07-01,
388,599,BI-MB-BK-M18B-48,MOUNTAIN-500 BLACK- 48,BI-MB,Bikes,Mountain Bikes,Yes,295.0,Mountain,2013-07-01,
389,600,BI-MB-BK-M18B-52,MOUNTAIN-500 BLACK- 52,BI-MB,Bikes,Mountain Bikes,Yes,295.0,Mountain,2013-07-01,
390,601,CO-BB-BB-7421,LL BOTTOM BRACKET,CO-BB,Components,Bottom Brackets,Yes,24.0,Unknown,2013-07-01,
391,602,CO-BB-BB-8107,ML BOTTOM BRACKET,CO-BB,Components,Bottom Brackets,Yes,45.0,Unknown,2013-07-01,
392,603,CO-BB-BB-9108,HL BOTTOM BRACKET,CO-BB,Components,Bottom Brackets,Yes,54.0,Unknown,2013-07-01,
393,604,BI-RB-BK-R19B-44,ROAD-750 BLACK- 44,BI-RB,Bikes,Road Bikes,Yes,344.0,Roadways,2013-07-01,
394,605,BI-RB-BK-R19B-48,ROAD-750 BLACK- 48,BI-RB,Bikes,Road Bikes,Yes,344.0,Roadways,2013-07-01,
395,606,BI-RB-BK-R19B-52,ROAD-750 BLACK- 52,BI-RB,Bikes,Road Bikes,Yes,344.0,Roadways,2013-07-01,
